,sentence,author
15220,“And I hope you will not regret those words.,Christie
15221,"A harmless sedative.""",Christie
15222,She’s looked positively hag-ridden.,Christie
15223,It was fairly certain that he _did_ go to the summer-house because of the goose quill.,Christie
15224,The  pencil straggled drunkenly in her fingers.,Christie
15225,"I could have told him from the beginning that this obsession of his over the coffee was bound to end in a blind alley, but I restrained my tongue.",Christie
15226,"Every one of you present had the opportunity to kill Mr. Ackroyd——”  With a cry Mrs. Ackroyd sprang up, her throat working.",Christie
15227,"He knows all about General Macarthur's old  cronies.""",Christie
15228,“Quite a work of art.,Christie
15229,I come now to the events of the 16th and 17th of that month.,Christie
15230,It was a doctor to whom I was talking-  some ordinary undistinguished G.P. He mentioned casually how often murder  must be committed which the law was unable to touch.,Christie
15231,I suppose that now the doctor’s in with M. Poirot he knows all the secrets?”,Christie
15232,"""Just for a minute I felt I'd got somewhere.",Christie
15233,One  thing's certain.,Christie
15234,"General Macarthur said:   ""Dead?",Christie
15235,The woman at the lodge—Mary Black—was pulling the curtains last night when she saw Ralph Paton turn in at the gate and go up towards the house.”,Christie
15236,"“Miss Howard, do you remember a conversation that took place on the day of my friend’s arrival here?",Christie
15237,"The A.C. went on:   ""Ten people dead on an island and not a living soul on it.",Christie
15238,The  effort to speak had cost him a good deal.,Christie
15239,"He was looking very grave, and I feared that my indiscretion of the night before had got round to his ears.",Christie
15240,She always approaches her object by tortuous means.,Christie
15241,"“And, anyway, I don’t see——”  “You do not see?",Christie
15242,"Perhaps he knew more than the general public did——”  “I did,” I said ruefully.",Christie
15243,"He had even complimented her on her presence of mind and courage, she  remembered.",Christie
15244,There’s another!”,Christie
15245,"To acouire  the island usine the man Morris to cover v tracks, was easy        enough.",Christie
15246,"""Your indignation is very natural.",Christie
15247,Say he tried again when she was safely out of the way.,Christie
15248,"“We fancied,” I said, “that he might be a retired hairdresser.”",Christie
15249,I hadn’t the least idea of it.”,Christie
15250,"Pull yourself together.""",Christie
15251,"She thought to herself:   ""I bet he's been to some interesting parts of the world and seen some  interesting things. ...""   .",Christie
15252,He detached something from one side of it.,Christie
15253,"I knew that he would have one with him-in  fact, I had instructed Morris to suggest as much when he interviewed him.",Christie
15254,"I call it knowing, my friend.”",Christie
15255,"Emily Brent sat on the summit  of Indian Island, encased in her own armour of virtue.",Christie
15256,I was hardly as clear as I could wish.,Christie
15257,Mrs. Rogers' breath came in quick gasps.,Christie
15258,A lot of people were saying she had been a confirmed drug-taker for years.,Christie
15259,Therefore I concluded that the telephone call must have been sent by an accomplice.,Christie
15260,"Without waiting for an answer, he hurried off.",Christie
15261,I believe there was some tragedy connected with her death—she took an overdose of some sleeping draught by mistake.,Christie
15262,“Is it really—serious?”,Christie
15263,You have found one?”,Christie
15264,And yet I suppose I'm actually in danger  . . . .,Christie
15265,"I followed her, afraid that she was going to faint.",Christie
15266,"“Oh, no, sir—of course not.",Christie
15267,But Roger wouldn’t hear a word against her.,Christie
15268,Then he changed his mind—or got in a panic—and decided to deny all knowledge of it.,Christie
15269,"With a slight lack of originality Lombard asked:   ""Do you know this part of the world well?""",Christie
15270,"Mrs. Inglethorp reads it, and becomes aware of the perfidy of her husband and Evelyn Howard, though, unfortunately, the sentence about the bromides conveys no warning to her mind.",Christie
15271,He would call evidence to show that it was the prisoner who ultimately handed his stepmother her coffee on the fatal night.,Christie
15272,"“I assure you,” I said, “that I don’t know anything.",Christie
15273,"“Come, come, my friend,” he said, slipping his arms through mine.",Christie
15274,Suddenly he gave an exclamation.,Christie
15275,"It's almost as though he knew  He said:   ""Ah! it's you!",Christie
15276,A small graveled path joined the terrace a few feet away.,Christie
15277,"Maine said:   ""Fred Narracott-that's the man who took the party out there-did     say one thing that was illuminating.",Christie
15278,"With his tenderness for “a woman’s happiness,” I felt glad that the decision had been taken out of his hands.",Christie
15279,"From all I've ever heard, Potassium Cyanide isn't  the kind of stuff you take about with you in your waistcoat pocket.",Christie
15280,"She saw, of course, the awful shock it had been to me.",Christie
15281,I must say I was overjoyed to see him in the plight he was in on Tuesday.,Christie
15282,Miss Brent was bending over  the moaning form of Mrs. Rogers.,Christie
15283,The menace was coming very near now. . . .,Christie
15284,I’ve some letters I must finish by post-time.,Christie
15285,"I think-yes, I rather think-yes-him.""",Christie
15286,"“He is, of course, a German by birth,” said Poirot thoughtfully, “though he has practised so long in this country that nobody thinks of him as anything but an Englishman.",Christie
15287,This placed beyond question the fact that the destroyed will had been in favour of the deceased lady’s husband.,Christie
15288,"We’re not strong enough to stand alone, either of us.",Christie
15289,"I was watching him closely as I gave the message, and I fancied that I saw a momentary flicker of discomposure.",Christie
15290,"She began by stating, most untruly, that she had said as much all along.",Christie
15291,Can’t prove a ruddy thing.”,Christie
15292,“I—only wanted to tell you something——”  “Yes?”,Christie
15293,"Dorcas came running down and woke my husband, and we all went to my mother-in-law’s room, but it was locked——”  The Coroner interrupted her.",Christie
15294,"And I—I, too, have an instinct.",Christie
15295,"Detective-inspector Japp was the first witness called when the trial was reopened, and gave his evidence succinctly and briefly.",Christie
15296,"Women, in my experience, if they once reach the determination to commit suicide, usually wish to reveal the state of mind that led to the fatal action.",Christie
15297,Does he actually imagine I’m hiding something?,Christie
15298,"He had a candle in his hand, and the agitation of his face told me at once that something was seriously wrong.",Christie
15299,Name's Davis.,Christie
15300,“Gone down to interview the servants.,Christie
15301,"“Dr. Bauerstein, now, what was _he_ doing up and dressed at that hour in the morning?",Christie
15302,"“Oh, no.”",Christie
15303,Blore stepped forward angrily.,Christie
15304,"“Perhaps, _mon ami_, I did not do so, just because he _was_ your old friend.”",Christie
15305,He comes to the open drawing-room window.,Christie
15306,"You must have some excuse for arriving at Fernly, finding the body, and so getting the chance to remove the dictaphone on which your alibi depended.",Christie
15307,"He looked round at the others and thrusting his neck forward l ik e an angry  tortoise, he said:   ""I think the time has come for us ah to pool our information.",Christie
15308,"Let us now go into the dining-room.""",Christie
15309,"“H’m,” said John.",Christie
15310,"This was naturally gratifying, but Poirot’s next words were not so welcome.",Christie
15311,“Helping us to investigate.”,Christie
15312,"Mr. Justice Wargrave said, and his small clear voice was heavy with  passionate determination:   ""Not if we are careful.",Christie
15313,“Had he done so of late?,Christie
15314,You understand.,Christie
15315,"The day of judgment is at  hand.""",Christie
15316,Take a look at the hilt of that dagger.”,Christie
15317,I want to enact that little scene over again.,Christie
15318,"No, I see nothing unusual.”",Christie
15319,I inquired sarcastically.,Christie
15320,"She was a tall woman, with untidy brown hair, and a very winning smile.",Christie
15321,"“No sugar,” said Cynthia, watching him, as he picked up the sugar-tongs.",Christie
15322,We three sat for some time in silence.,Christie
15323,“And the second suggestion?,Christie
15324,"“All the same,” he remarked, “this discovery of yours, brilliant though it is (I’m quite sure I should never have thought of it), leaves the essential position unchanged.",Christie
15325,You all saw her last night.,Christie
15326,He relaxed a little now-even went so far as to lie down on his bed.,Christie
15327,All neat and tidy.,Christie
15328,"He rose and greeted us in his dry, precise manner.",Christie
15329,“Did you examine one bottle in particular?”,Christie
15330,She answered quietly:  “I mean that I am not going to remain at Styles.”,Christie
15331,"General Macarthur said to him:   ""You've seen a bit of the world, I fancy?""",Christie
15332,Finally there was the case of Vera Claythome.,Christie
15333,"The elder woman replied:   ""No, you do it, dear.",Christie
15334,Armstrong came up to Vera.,Christie
15335,“And the penalty for murder is not a pleasant one.”,Christie
15336,"“Yes, but is it really so?",Christie
15337,"Poirot locked the door on the inside, and proceeded to a minute inspection of the room.",Christie
15338,The door opened as he did so.,Christie
15339,He’d never stoop to murder.”,Christie
15340,It will not agree.,Christie
15341,"The police, as servants of the law,  must be of a high order of integrity.",Christie
15342,"“Yes, the left-hand window.”",Christie
15343,“Yes.”,Christie
15344,"Accordingly, I went to the little house with the “Apartments” card inserted in the window, where I knew he lodged, and tapped on the door.",Christie
15345,"He rose from where he had been sitting astride the chair belonging to the desk, and crossed over to the still form in the arm-chair.",Christie
15346,"“When you finally left the room, did Mrs. Inglethorp bolt the door after you?”",Christie
15347,Poirot looked at her keenly.,Christie
15348,Man from outside.,Christie
15349,LOMBARD SAM Slowly: .,Christie
15350,Then there is the missing forty pounds.”,Christie
15351,Your Uncle Roger——”  “Yes?”,Christie
15352,"“I know what you’re going to say,” I remarked: “motive.",Christie
15353,"“Well, Bauerstein, you are in a plight,” said John, strolling in from the hall.",Christie
15354,Poor Emily was never murdered until _he_ came along.,Christie
15355,She hides the strychnine and glasses in John’s room.,Christie
15356,He had never spoken to him.,Christie
15357,He sat up in bed.,Christie
15358,"I said, rather taken aback.",Christie
15359,"I exclaimed, as my eye travelled round the small room.",Christie
15360,It _must_ be Alfred Inglethorp.”,Christie
15361,“How do you know that letter came from Styles?,Christie
15362,“Mother!” cried Flora angrily.,Christie
15363,"""Yes, sir.",Christie
15364,Have you lighted the fire in my room as I told you?”,Christie
15365,"And-and she don't look right to me.""",Christie
15366,"Mr. Bruce MacPherson was one, and the other were Colin MacDonald.",Christie
15367,“And that is all you can tell us?”,Christie
15368,"""Yours, too.",Christie
15369,"“Poirot, you old villain,” I said, “I’ve half a mind to strangle you!",Christie
15370,His debts would be paid.,Christie
15371,"She paused a minute before saying, “I—didn’t know you were expected to dinner to-night.",Christie
15372,"“As a matter of fact, she didn’t actually say that it was a man.",Christie
15373,"But, by the time I had reached the top of the stairs, he was out of sight.",Christie
15374,Poor kid.,Christie
15375,"“Good-morning, Dr. Sheppard,” he said.",Christie
15376,I hate myself when I think of it all!,Christie
15377,The secretary’s reply came without a second’s hesitation.,Christie
15378,"I showed Poirot the silver table, and after raising the lid once or twice and letting it fall, he pushed open the window and stepped out on the terrace.",Christie
15379,I stared.,Christie
15380,That’s bolted too.,Christie
15381,Poirot nodded approval.,Christie
15382,Blunt explained laboriously.,Christie
15383,Poirot nodded.,Christie
15384,"A nice girl, quick at her duties, and most respectable.",Christie
15385,"“I think that will be all right now, sir.",Christie
15386,You recognise the handwriting?”,Christie
15387,“Do you think it is _the_ one?”,Christie
15388,I promised it to him.,Christie
15389,It was the secretary who answered.,Christie
15390,The room became an  impromptu court of law.,Christie
15391,"“The murderer is amongst us, you say?",Christie
15392,"“_This_——”  She held out a crumpled piece of newspaper, and I recognized the paragraph that Poirot had had inserted.",Christie
15393,You can draw your own deductions from them.,Christie
15394,I'll tell you  what.,Christie
15395,"What about lunch?""",Christie
15396,A very curious expression passed over Poirot’s face.,Christie
15397,Anthony Marston proceeded on his triumphal progress.,Christie
15398,"""Of course you can, Cyril, really.",Christie
15399,Again some one took her head and forced it between her knees.,Christie
15400,"Oh, yes, I'm afraid they did it.""",Christie
15401,"A world, perhaps, from which you might never return.",Christie
15402,Mary laughed.,Christie
15403,"Dorcas, faithful to her “young gentlemen,” denied strenuously that it could have been John’s voice she heard, and resolutely declared, in the teeth of everything, that it was Mr. Inglethorp who had been in the boudoir with her mistress.",Christie
15404,I said incredulously.,Christie
15405,I wondered very much what Poirot expected to find out.,Christie
15406,"“She was,” said John unexpectedly.",Christie
15407,"Blore said:   ""In that case we're bound to come to one conclusion.""",Christie
15408,"It may be, of course, that the police will be cleverer than I  think.",Christie
15409,“Do you really think so?”,Christie
15410,Poirot remained lost in thought for a few minutes.,Christie
15411,How do you know?”,Christie
15412,“I haven’t the least idea.”,Christie
15413,"He gave vent to a prodigious whistle, as I imparted the news.",Christie
15414,We acquiesced and followed him out of the room.,Christie
15415,“Have I not told you at least thirty-six times that it is useless to conceal things from Hercule Poirot?” he demanded.,Christie
15416,There was silence in the room.,Christie
15417,"Now, Miss Ackroyd, M. Poirot here has made a certain suggestion to me.",Christie
15418,The Nigger in the Woodpile!,Christie
15419,"Vera said:   ""General Macarthur is sitting right down by the sea.",Christie
15420,"I conjectured, and conjectured rightly, that these words were addressed, not to her husband, but to Mr. John Cavendish.",Christie
15421,You were at liberty to speak of it if you so wished.,Christie
15422,|      |           |              |    .,Christie
15423,To take part in this investigation?”,Christie
15424,And yet-why should Anthony Marston commit suicide?,Christie
15425,He may be seen leaving the room—he may be searched.,Christie
15426,"Let us proceed slowly, with due order and method.",Christie
15427,"She sat up at once, drew her hand away, and said, with some asperity:  “Don’t be silly!”",Christie
15428,“What is that?”,Christie
15429,“Of me?,Christie
15430,"“Thank you, Major Blunt,” she said.",Christie
15431,What possessed him to go posting off to London in this unaccountable way?,Christie
15432,The colour came back to her face.,Christie
15433,"Half an hour later saw Poirot, myself, and Inspector Raglan in the train on the way to Liverpool.",Christie
15434,That is the beginning.,Christie
15435,"“But you brought your hand out empty,” I objected.",Christie
15436,Perhaps four o’clock—or it may have been a bit later.,Christie
15437,The man’s caught red-handed.,Christie
15438,I asked cautiously.,Christie
15439,"“Then this afternoon—no, better still, dine to-night.",Christie
15440,I asked curiously.,Christie
15441,I thought I would take it up to London with me when I went—and—and have it valued.,Christie
15442,"Ursula flushed and began to speak, but Flora forestalled her.",Christie
15443,Don’t you see I’m in such a state of nerves that I can hardly contain myself?”,Christie
15444,"I told her a good deal about curare, but she seemed to have lost interest once more.",Christie
15445,You cannot be serious?”,Christie
15446,Five people went into the kitchen.,Christie
15447,It is not Captain Paton Mademoiselle Flora loves.”,Christie
15448,"Poirot gave me one look, which conveyed a wondering pity, and his full sense of the utter absurdity of such an idea.",Christie
15449,His answer was enlightening.,Christie
15450,“Poirot!”,Christie
15451,"“I need not tell you, my dear Cavendish, how distressed I am at this most tragic affair.”",Christie
15452,"Yes, sir.",Christie
15453,"The truth of the telephone call, of the footprints on the window-sill, of the hiding-place of Ralph Paton——”  “Where is he?” said Blunt sharply.",Christie
15454,"“_Point No. 3._—Mr. Ackroyd was nervous that evening, and would only have admitted some one he knew.",Christie
15455,All her people were Service people.,Christie
15456,"Captain Lombard said:     ""I'll wait with Miss-""   ""Claythome,"" said Vera.",Christie
15457,14tion 14nmiltnn wnq iinhnnnv Tn n-umae thnt nnhannine-.q he hnd      taken a considerable quantity of drink.,Christie
15458,Poirot laid down the case again.,Christie
15459,"But I am right in saying, am I not, that by your English law that will was automatically revoked when Mrs. Inglethorp remarried?”",Christie
15460,"“Yes, but what?”",Christie
15461,“Hanging’s too good for him.,Christie
15462,"Don't understand this  place.""",Christie
15463,"It might, in fact, have been any postmark?”",Christie
15464,"Ought to be drawn and quartered, like in good old times.”",Christie
15465,“And I told you I’d help you with pleasure—to hang Alfred Inglethorp.”,Christie
15466,"“Yes, sir, Mr. Inglethorp did so.”",Christie
15467,Did it strike you that he had an American accent?”,Christie
15468,"He said:   ""That sunny wall looks more attractive.",Christie
15469,"Vera said:   ""They were only natives. . . .",Christie
15470,He turned to me abruptly.,Christie
15471,"Because, in all this house of mourning, yours are the only eyes that have wept.”",Christie
15472,"There must be more in this affair of Inglethorp’s with Mrs. Raikes than we thought, to make him hold his tongue so persistently.",Christie
15473,The innocent must not suffer.,Christie
15474,Which one?,Christie
15475,"“Really, M. Poirot, I don’t believe you.”",Christie
15476,“Who?”,Christie
15477,Why should she lie about it?”,Christie
15478,“It seems to me very simple.,Christie
15479,"It struck me that he might look natural on a stage, but was strangely out of place in real life.",Christie
15480,Such have been our preoccupations in King’s Abbot for the last few years.,Christie
15481,He left me very badly off.,Christie
15482,"She wants to know where he comes from, what he does, whether he is married, what his wife was, or is, like, whether he has children, what his mother’s maiden name was—and so on.",Christie
15483,We all trooped into the dining-room.,Christie
15484,"Good, then we'll eliminate ourselves and concentrate on our five  fellow prisoners.",Christie
15485,"“Not _last_ night, sir, I know she didn’t.”",Christie
15486,"“You’ll have inquiries made at the station, of course?”",Christie
15487,“That is all.”,Christie
15488,"“No,” said Poirot placidly.",Christie
15489,How about that?”,Christie
15490,Rogers inclined his head.,Christie
15491,"To see me in my own home, you would never imagine that I was a doctor of medicine.",Christie
15492,Instructions-everything they wanted-if they would l ik e to go to their  rooms? . . .,Christie
15493,The inspector swelled his chest out importantly.,Christie
15494,"She would, I am sure, have infinitely preferred to speak to me privately.",Christie
15495,"I quickly handed them to him, and with skill he extracted a small piece of half charred paper.",Christie
15496,"Once again, he had nearly made a fool of himself!",Christie
15497,"If you know where Ralph Paton is hiding, speak out.”",Christie
15498,"That patient, though known by another name, I had no difficulty in identifying as Captain Paton.",Christie
15499,“When did you last see M. Ackroyd alive?”,Christie
15500,There was a silence which lasted for at least a minute.,Christie
15501,"Rapidly, I considered it.",Christie
15502,"But I am in her black books, since I cleared Mr. Inglethorp.",Christie
15503,"“Yes, it does rather.”",Christie
15504,For a minute the girl’s eyes dropped before mine.,Christie
15505,"The food had been good, the wine perfect.",Christie
15506,Pity that story about Gabrielle Turl  having bought Indian Island wasn't true.,Christie
15507,A good kind gentleman like Mr. Ackroyd.,Christie
15508,"“Yes, I did.”",Christie
15509,"In answer to the Coroner’s questions, he explained that he was a qualified pharmacist, but had only recently come to this particular shop, as the assistant formerly there had just been called up for the army.",Christie
15510,“Such a charming invitation from Mrs. Rolleston.,Christie
15511,"After her husband’s death, the intimacy became more marked.",Christie
15512,"“Come here, Hastings.",Christie
15513,“A little chap?,Christie
15514,"All     the domestic problems are so worrying.""",Christie
15515,It has two or three public telephone boxes.,Christie
15516,"“It was M. Poirot he wanted to see,” she said.",Christie
15517,"I assure you, doctor, I was becoming a nervous wreck.",Christie
15518,"She goes off by herself on her days out—very unnatural, I call it, and most suspicious.",Christie
15519,Probably any other of the doorkeys in this passage would fit it.”,Christie
15520,“It’s all over the village about old Mrs. Inglethorp dying so suddenly.,Christie
15521,"Then he gave the constable some low-voiced instructions, and the latter prepared to depart.",Christie
15522,Mrs. Owen my foot!,Christie
15523,The latter looked after the car  admiringly.,Christie
15524,“Went with Ackroyd to call.,Christie
15525,There must be a simple explanation.”,Christie
15526,I was recalled to other matters by a frightful row going on below.,Christie
15527,Just for a moment I had a premonition of approaching evil.,Christie
15528,Poirot seemed to follow my thoughts.,Christie
15529,"Whatever else I am, I’m not disloyal to my friends.”",Christie
15530,He removed his overcoat and gloves.,Christie
15531,"Under the circumstances,” in two short little barks.",Christie
15532,The total amounted to sixty pounds.,Christie
15533,"“Poor Cynthia is quite frightened,” said Mrs. Cavendish in a low clear voice.",Christie
15534,"He’s a Polish Jew, anyway.”",Christie
15535,“And the tone altered—became quite abusive.,Christie
15536,Blore turned his square shoulder slightly and viewed the last speaker  thoughtfully.,Christie
15537,You saw him go out of the front door.,Christie
15538,"She would be the real thing, her reference being supplied by her sister.",Christie
15539,"I have a reputation as a hanging judge, but that is unfair.",Christie
15540,"""And Mrs. Rogers?""",Christie
15541,"“And really it’s a great relief to think he’s going, Hastings,” continued my honest friend.",Christie
15542,Four of them gave up their secret.,Christie
15543,What did Mrs. Inglethorp mean by her dying words?”,Christie
15544,"Mrs. Rogers was saying:   ""I hope you've got everything you want, Miss?""",Christie
15545,"He said:   ""Where the devil can he be?",Christie
15546,"“You found these two objects, you say, in the chest of drawers.",Christie
15547,"“Well, my friend, I saw there was just one chance.",Christie
15548,Caroline thought otherwise.,Christie
15549,“You don’t know what my life has been since I came here.,Christie
15550,"Instead, I suggested a tonic.",Christie
15551,I think to return quickly.,Christie
15552,He is now in the Argentine.”,Christie
15553,"He hesitated, then he said in a low strange voice:   ""That's peace-real peace.",Christie
15554,"Lombard said softly:   ""Feeding time at the Zoo!",Christie
15555,"The colonel’s story was one of interminable length, and of curiously little interest.",Christie
15556,"But if the girl was spiteful, she may have made out all sorts of things.”",Christie
15557,“Denby kept me late last night.,Christie
15558,“I have not seen him about here before?”,Christie
15559,"“Oh, yes, sir.”",Christie
15560,“Twenty minutes?,Christie
15561,"“I cannot allow mademoiselle thus extravagantly to compliment me, and not draw attention to my presence.",Christie
15562,Notice how her husband hung  over her as she was coming round.,Christie
15563,"We hurried up the village, and turned in at the lodge gates.",Christie
15564,“It says that Ralph has been arrested.,Christie
15565,"There was a confused murmur of voices in the hall, and then Parker appeared with our local inspector and a police constable.",Christie
15566,"But I quite appreciate the  fact that we are all strangers to one another and that in those  circumstances, nobody can be exonerated without the fullest proof.",Christie
15567,He was nearly driven desperate.,Christie
15568,"Major Ellerby was addicted to drugs, was he not?",Christie
15569,"Inspector Maine said respectfully:   ""I know, sir.""",Christie
15570,2. That of Miss Ganett: that Roger Ackroyd had been secretly married to Mrs. Ferrars.,Christie
15571,He has no method!”,Christie
15572,I asked.,Christie
15573,"A very distinguished old gentleman, she thought to herself.",Christie
15574,“Have you never suspected it?”,Christie
15575,"The next morning dawned bright and sunny, and I was full of the anticipation of a delightful visit.",Christie
15576,"In a few moments he had unbarred the door, and I followed him up to his room.",Christie
15577,"“Ah! no,” as I was about to speak.",Christie
15578,"“I have always said ‘_Chow_.’”  “In the Shanghai Club,” said Colonel Carter, “they say ‘_Chow_.’”  Miss Ganett retired, crushed.",Christie
15579,"“Major Hector Blunt?” asked the inspector, a respectful tone creeping into his voice.",Christie
15580,“And I am pleased with you.,Christie
15581,Poirot looked inquiringly at me.,Christie
15582,She was moving along the path we had just left and she was humming a little snatch of song.,Christie
15583,"Last Tuesday, think it was.",Christie
15584,However the drinks were all right.,Christie
15585,What is the first you heard of it?”,Christie
15586,"“He is not at Liverpool,” said Poirot shortly.",Christie
15587,I believe a speck of dust would have caused him more pain than a bullet wound.,Christie
15588,That disposes of that.”,Christie
15589,I send them to promenade themselves—alas! not only mentally but physically.,Christie
15590,(1) They might really have been made by Ralph Paton.,Christie
15591,We were all together the whole time.”,Christie
15592,"To tell the truth, I didn’t like his manner.",Christie
15593,"And that lets out the judge, Mr.   Lombard, myself and Miss Claythorne.""",Christie
15594,No suspicion attaches to her.,Christie
15595,"This fellow has an American accent all right, and he doesn’t deny that he was near King’s Abbot that night.",Christie
15596,Somebody certainly stole the blue envelope and its contents.,Christie
15597,"Come, we must go over to my house and set the stage for my little performance.”",Christie
15598,"They managed it, however, drawing the body clear of high water mark.",Christie
15599,Three little Indian boys walking in the Zoo;,Christie
15600,He smiled back at me.,Christie
15601,The thermometer registered 80 degrees in the shade.,Christie
15602,"The manservant, Rogers, had been moistening his lips and twisting his  hands.",Christie
15603,"""Well, man, tell me what it is?",Christie
15604,"Thomas Rogers and Ethel Rogers, that on the 6th of May, 1929, you brought  about the death of Jennifer Brady.",Christie
15605,"We're to be marooned here, no attention is to be paid to  signals, etc.",Christie
15606,She had just dropped a ball of wool and was  carefully rewinding the end of it.,Christie
15607,"She gave me her bony hand, and indicated a chair drawn up to the bedside.",Christie
15608,I wondered how far Poirot had strained the truth in talking to Caroline—probably not at all.,Christie
15609,Mr. Hammond seemed a little surprised.,Christie
15610,"“Miss Howard,” said Poirot gravely, “this is unworthy of you.”",Christie
15611,"“I have seen, I think, all that there is to be seen here.”",Christie
15612,He's shaking the operating table.,Christie
15613,“You know Mr. Ackroyd?”,Christie
15614,I don’t think Mrs. Ackroyd would enjoy being referred to as the old lady.,Christie
15615,"“Well,” I said consolingly, “it will be the other way about to-morrow.”",Christie
15616,"I don’t know if it was a letter, or just a piece of paper, but it had writing on it, and she kept staring at it, almost as if she couldn’t believe what was written there.",Christie
15617,We can sit there and wait for morning.,Christie
15618,"In what way?""",Christie
15619,"In the interval before the inquest, Poirot was unfailing in his activity.",Christie
15620,“Is there any one who can prove that?”,Christie
15621,“Mr. Ackroyd cashed a cheque for a hundred pounds yesterday.”,Christie
15622,"A figure rose from one of the basket chairs, and came a few steps to meet us.",Christie
15623,"“That is arsenic—not strychnine,” said Poirot mildly.",Christie
15624,It has been recently done; is it not so?”,Christie
15625,But this  house was the essence of modernity.,Christie
15626,"""Story's quite true!",Christie
15627,The witness was not cross-examined.,Christie
15628,"Vera said: ""At any rate,  let's get him out of reach of the sea.""",Christie
15629,Fascinating woman—but something queer about her.,Christie
15630,Was the drawer unlocked?”,Christie
15631,Shall press you in.,Christie
15632,My arm aches from writing.,Christie
15633,Smelly sort of rock covered with gulls-stood about a mile from the coast.,Christie
15634,"“So that is the explanation of the blank label on the box,” I remarked.",Christie
15635,"""All the other accusations-they-they weren't true?",Christie
15636,No object was to be attained by moving it.,Christie
15637,Heaps of time!,Christie
15638,There were bills—there was constant trouble over small sums of money.,Christie
15639,"“You are annoyed, is it not so?” he asked anxiously, as we walked through the park.",Christie
15640,"“I have not forgotten,” he said quietly.",Christie
15641,Vera laughed.,Christie
15642,"No, it won't do to put him on  his guard ....",Christie
15643,"“Yes, she showed them to us.",Christie
15644,"“No, can you?”",Christie
15645,"He listened with interest, but not much excitement.",Christie
15646,“Did Mr. Inglethorp know of it?”,Christie
15647,"He said:   ""Came into a little something at her death, though?",Christie
15648,This morning suddenly I enrage myself with these marrows.,Christie
15649,“Will you tell us to whom you sold it?”,Christie
15650,Says it's the sort of thing that's quite impossible  to prove.,Christie
15651,Now at last the house  came into view.,Christie
15652,"Now he moved aside suddenly, and I saw that while my back was turned he must have swiftly drawn out the arm-chair till it stood in the position Parker had indicated.",Christie
15653,"Hastings, this affair is very deep.”",Christie
15654,She could not be implicated—otherwise I should have heard some hint of it.,Christie
15655,"I said nothing, and after a moment, she went on:  “Don’t misunderstand me.",Christie
15656,"""That we don't know.",Christie
15657,The others followed.,Christie
15658,Motherly indeed!,Christie
15659,Was the sorrow at Mrs. Inglethorp’s death so great?,Christie
15660,"“The good times will come again, Dorcas.",Christie
15661,"Blore said:   ""I was with Mr. Lombard and Dr. Armstrong all the morning.",Christie
15662,"Lombard has been mixed up in some very mirimw chnwe  nhrnnd 14,n'c en;Ipti vprv npnr thp Inw nnrp nr twire.",Christie
15663,Married. . . .,Christie
15664,“Does it mean so much to you?”,Christie
15665,“This is a fragment of a will!”,Christie
15666,“Chair?,Christie
15667,Not this  lot-none of them looked likely to have anything to do with a film star.,Christie
15668,U. N. Owen is one of us.,Christie
15669,"We had a very cheery tea, and assisted Cynthia to wash up afterwards.",Christie
15670,"“It isn’t what he’s done yet, but what he’s likely to do.”",Christie
15671,"He proposed to call witnesses to show how the prisoner, a profligate and spendthrift, had been at the end of his financial tether, and had also been carrying on an intrigue with a certain Mrs. Raikes, a neighbouring farmer’s wife.",Christie
15672,"She studied me curiously for a minute or two, and then said, to my great surprise:  “You are loyal to your friend.",Christie
15673,"I hate interfering in other people’s affairs, and I had not the least intention of tackling Ackroyd on the subject of Flora’s settlements.",Christie
15674,He raised a solemn hand and blinked his bleary  eyes.,Christie
15675,"“Yes, but——” I paused.",Christie
15676,"The letter he had received had  been rather vague in its terms, but there was nothing vague about the  accompanying cheque.",Christie
15677,I went into the workshop.,Christie
15678,I want your advice—I can’t carry the whole weight by myself.,Christie
15679,"“It’s difficult to say exactly why he did that,” he said at last.",Christie
15680,"“_My dear, my very dear Roger,—A life calls for a life.",Christie
15681,He radiated an absurd complacency.,Christie
15682,So the discovery of the charred fragment in the grate was no surprise to me.,Christie
15683,Kept a stiff upper lip?,Christie
15684,"""Would it work?",Christie
15685,Should have remembered it if it was.”,Christie
15686,Lombard nodded.,Christie
15687,"The judge said drily:   ""That is probably true.",Christie
15688,"But Blore  went on, ploddingly, perseveringly:   ""And then she was out-in her mackintosh, said she'd been down to look at  the sea.""",Christie
15689,"“Because she cares for someone else, _mon ami_.”",Christie
15690,"Then he said:   ""I don't know-exactly.",Christie
15691,"That's why I did it.""",Christie
15692,I shrugged my shoulders.,Christie
15693,Armstrong's body had been dragged above high water  mark.,Christie
15694,"“I saw Flora Ackroyd this morning,” said Miss Ganett.",Christie
15695,"“It is completely unimportant,” said Poirot.",Christie
15696,"“Inspector Raglan has been asking me that,” she said resentfully.",Christie
15697,When was Mr. Ackroyd last seen alive?”,Christie
15698,"He himself walked across  to the silent staring figure, reeling a little as he walked like a drunken  man.",Christie
15699,“In here?” said Caroline.,Christie
15700,It was hushed up.,Christie
15701,There is only my word for the fact that I never left the terrace.,Christie
15702,“Is what you said true?”,Christie
15703,"“Only one of them, doctor.",Christie
15704,"The results are apparent long after, sometimes, they say.",Christie
